listing_id,"""name""",host_id,host_is_superhost (Star),host_identity_verified (Tick),"""neighbourhood""","""city""","""latitude""","""longitude""","""property_type""","""room_type""",accommodates,bedrooms,"""amenities""",price,review_scores_rating,review_scores_value,instant_bookable
32695352,"""Lovely 1 bed flat close to Montmartre 43 sqm""",2366457,f,t,"""Buttes-Montmartre""",Paris,48.88767,2.35197,Entire apartment,Entire place,2,1,"""[""TV"", ""Kitchen"", ""Lockbox"", ""Smoke alarm"", ""Dishwasher"", ""Cooking basics"", ""Hot water"", ""Heating"", ""Refrigerator"", ""Long term stays allowed"", ""Stove"", ""Essentials"", ""Dishes and silverware"", ""Washer"", ""Microwave"", ""Oven"", ""Dryer"", ""Wifi""]""",0,100,10,f
32881124,"Charmant 2pi Paris Gambetta""",44668910,f,f,"""Menilmontant""",Paris,48.8669,2.3954,Entire apartment,Entire place,2,1,"""[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Long term stays allowed""]""",0,100,10,f
33106514,"""Appartement calme Sentier Montorgueil""",195852801,f,f,"""Bourse""",Paris,48.86993,2.35043,Entire apartment,Entire place,2,1,"""[""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Kitchen"", ""Elevator"", ""First aid kit"", ""Essentials"", ""Hangers"", ""Long term stays allowed""]""",0,100,10,f
33263741,"""Trendy and spacious flat in the heart of Paris""",16043554,t,t,"""Enclos-St-Laurent""",Paris,48.87139,2.35346,Entire apartment,Entire place,2,1,"""[""TV"", ""Kitchen"", ""Lockbox"", ""Smoke alarm"", ""Dishwasher"", ""Cooking basics"", ""Hot water"", ""Heating"", ""Refrigerator"", ""Long term stays allowed"", ""Stove"", ""Essentials"", ""Dishes and silverware"", ""Washer"", ""Microwave"", ""Oven"", ""Dryer"", ""Wifi""]""",0,100,10,f
33554444,"""Lovely flat with balcony in Le Marais""",50310003,f,t,"""Temple""",Paris,48.8626,2.36426,Entire apartment,Entire place,2,1,"""[""TV"", ""Iron"", ""Smoke alarm"", ""Breakfast"", ""Long term stays allowed"", ""Elevator"", ""Essentials"", ""Heating"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi""]""",0,100,10,f
33794646,"""Lovely flat near the Opera and Gare du Nord""",6441544,f,t,"""Enclos-St-Laurent""",Paris,48.87932,2.35416,Entire apartment,Entire place,2,1,"""[""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Kitchen"", ""Elevator"", ""First aid kit"", ""Essentials"", ""Hangers"", ""Long term stays allowed""]""",0,100,10,f
33871799,"Charmant appartement ancien au coeur du XAEFAme""",21981244,f,t,"""Enclos-St-Laurent""",Paris,48.87846,2.3564,Entire apartment,Entire place,2,1,"""[""TV"", ""Iron"", ""Smoke alarm"", ""Breakfast"", ""Long term stays allowed"", ""Elevator"", ""Essentials"", ""Heating"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi""]""",0,100,10,f
34086057,"Un oasis de calme et de lumiAEFAre dans le 18e""",7962061,f,t,"""Buttes-Montmartre""",Paris,48.89325,2.33132,Entire apartment,Entire place,2,1,"""[""Kitchen"", ""Iron"", ""Smoke alarm"", ""Breakfast"", ""Heating"", ""Shampoo"", ""Elevator"", ""Essentials"", ""Washer"", ""Long term stays allowed""]""",0,100,10,f
34387369,"Appartement Haussmanien Opera Galleries Lafayette""",6554108,f,t,"""Opera""",Paris,48.87509,2.33326,Entire apartment,Entire place,2,1,"""[""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Long term stays allowed"", ""TV""]""",0,100,10,f
34646778,"""Luxurious flat, balcony view on the Eiffel tower""",26982028,f,t,"""Passy""",Paris,48.84839,2.273,Entire apartment,Entire place,2,1,"""[""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Elevator"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV"", ""Breakfast""]""",0,100,10,f
34860468,"""Bel appartement parisien, parfait pour un couple""",162221993,f,t,"""Popincourt""",Paris,48.85679,2.38678,Entire apartment,Entire place,2,1,"""[""Heating"", ""Iron"", ""Essentials"", ""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Dedicated workspace""]""",0,100,10,f
34975654,"Appartement cosy au pied de Montmartre Pigalle""",44776729,f,t,"""Opera""",Paris,48.88028,2.34297,Entire apartment,Entire place,2,1,"""[""Hair dryer"", ""Wifi"", ""Kitchen"", ""Long term stays allowed"", ""Essentials""]""",0,100,10,f
35180577,"""Cosy and luminous flat in the center of Paris""",28380961,f,t,"""Enclos-St-Laurent""",Paris,48.87368,2.35276,Entire apartment,Entire place,2,1,"""[""Iron"", ""Washer"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Private entrance"", ""Long term stays allowed"", ""Carbon monoxide alarm""]""",0,100,10,f
35478633,"""Appartement de charme en plein centre""",901882,f,t,"""Enclos-St-Laurent""",Paris,48.87337,2.36006,Entire apartment,Entire place,2,1,"""[""Heating"", ""Washer"", ""Elevator"", ""Smoke alarm"", ""Cable TV"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV""]""",0,100,10,f
35543595,"""Spacious, rustic & cozy Apt. with Sacre Coeur view""",267414503,f,f,"""Buttes-Montmartre""",Paris,48.89608,2.34888,Entire apartment,Entire place,2,1,"""[""Hair dryer"", ""Wifi"", ""Kitchen"", ""Long term stays allowed"", ""Essentials""]""",0,100,10,f
36433676,"Joli 2pi dans le 13e art de Paris""",190120808,f,t,"""Gobelins""",Paris,48.82516,2.35102,Entire apartment,Entire place,2,1,"""[""Heating"", ""Hair dryer"", ""Dedicated workspace"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Private entrance"", ""Long term stays allowed"", ""TV""]""",0,100,10,f
37372446,"""Cocon parisien proche transport""",16014727,f,t,"""Observatoire""",Paris,48.82502,2.334,Entire apartment,Entire place,2,1,"""[""Iron"", ""Washer"", ""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Hot water"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV""]""",0,100,10,f
39578618,"Appartement de charmeAFA Montmartre""",135816126,f,t,"""Buttes-Montmartre""",Paris,48.89131,2.32705,Entire apartment,Entire place,2,1,"""[""Heating"", ""Hair dryer"", ""Dedicated workspace"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Private entrance"", ""Long term stays allowed"", ""TV""]""",0,100,10,f
39661325,"""Cosy apartment in a courtyard in Paris""",10573900,f,t,"""Vaugirard""",Paris,48.83675,2.29896,Entire apartment,Entire place,2,1,"""[""Shampoo"", ""Heating"", ""Washer"", ""Wifi"", ""Kitchen"", ""Hot water"", ""Essentials"", ""Long term stays allowed"", ""Breakfast""]""",0,100,10,f
40138837,"""Charming apartment in Montmartre""",70226434,f,t,"""Buttes-Montmartre""",Paris,48.88639,2.33891,Entire apartment,Entire place,2,1,"""[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Private entrance"", ""Long term stays allowed"", ""TV""]""",0,100,10,f
40414327,"""Modern 1 bedroom flat, Calm & Cosy""",29214798,f,t,"""Popincourt""",Paris,48.86327,2.38427,Entire apartment,Entire place,2,1,"""[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Private entrance"", ""Long term stays allowed"", ""TV""]""",0,100,10,f
40479799,"Parisian Appartement near PAEFAre Lachaise""",13803334,f,t,"""Popincourt""",Paris,48.85936,2.38572,Entire apartment,Entire place,2,1,"""[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Dishes and silverware"", ""Kitchen"", ""First aid kit"", ""Hot water"", ""Essentials"", ""Hangers"", ""Long term stays allowed""]""",0,100,10,f
40673335,"""COSY APARTMENT IN HEART OF PARIS NEAR THE LOUVRE""",315461678,f,t,"""Louvre""",Paris,48.86064,2.34266,Entire apartment,Entire place,2,1,"""[""Essentials"", ""Wifi"", ""Heating"", ""Long term stays allowed"", ""Kitchen""]""",0,100,10,f
41221517,"""Cosy appartment near Montmartre""",4120103,f,t,"""Buttes-Montmartre""",Paris,48.88841,2.34944,Entire apartment,Entire place,2,1,"""[""Smoke alarm"", ""Washer"", ""Dryer"", ""Wifi"", ""Heating"", ""Elevator"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",0,100,10,f
3457770,"""Cute 1 BR in the Lower East Side""",9604972,f,t,"""Lower East Side""",New York,40.7212,-73.98893,Entire apartment,Entire place,3,1,"""[""Smoke alarm"", ""Essentials"", ""Washer"", ""Dryer"", ""Wifi"", ""Heating"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",35,80,10,f
4173751,"""Lovely Apartment in Harlem West""",9197440,f,t,"""Harlem""",New York,40.81619,-73.94003,Entire apartment,Entire place,2,1,"""[""Essentials"", ""Wifi"", ""Heating"", ""Long term stays allowed"", ""Kitchen""]""",35,90,9,f
4259427,"""Appartement en duplex de 3 chambres""",21833312,f,t,"""Crown Heights""",New York,40.67027,-73.94033,Entire apartment,Entire place,6,3,"""[""Hair dryer"", ""Iron"", ""Essentials"", ""Hangers"", ""TV"", ""Wifi"", ""Shampoo"", ""Heating"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",35,87,8,f
5286096,"""Amazing Studio-EmpireStateBuilding""",3866196,f,t,"""Midtown""",New York,40.7461,-73.98632,Entire apartment,Entire place,3,1,"""[""Smoke alarm"", ""Washer"", ""Dryer"", ""Wifi"", ""Heating"", ""Elevator"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",35,93,9,f
6738207,"""Heart of Lower East Side""",8965532,f,t,"""Lower East Side""",New York,40.71937,-73.99098,Entire apartment,Entire place,2,1,"""[""Hair dryer"", ""Iron"", ""Essentials"", ""Hangers"", ""TV"", ""Wifi"", ""Shampoo"", ""Heating"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",35,98,10,f
7124028,"""Soho Loft""",1788377,f,t,"""Greenwich Village""",New York,40.72787,-74.00044,Entire apartment,Entire place,3,1,"""[""First aid kit"", ""Smoke alarm"", ""Essentials"", ""Wifi"", ""Shampoo"", ""Heating"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",35,5,5,f
8404499,"""Spacious and sunny 1BR w terrasse""",6630320,f,t,"""Williamsburg""",New York,40.71109,-73.95918,Entire apartment,Entire place,4,1,"""[""Essentials"", ""TV"", ""Wifi"", ""Shampoo"", ""Heating"", ""Fire extinguisher"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",35,91,9,f
10166986,"""Resort-like living in Williamsburg""",14461742,f,t,"""Williamsburg""",New York,40.71552,-73.93869,Entire apartment,Entire place,4,2,"""[""Hot tub"", ""Iron"", ""Essentials"", ""Hangers"", ""Washer"", ""TV"", ""Smoke alarm"", ""Dryer"", ""Wifi"", ""Heating"", ""Gym"", ""Elevator"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen"", ""Pool""]""",35,100,10,f
13670109,"""Cute Studio in the heart of East Village""",59938558,f,t,"""East Village""",New York,40.72789,-73.98747,Entire apartment,Entire place,2,1,"""[""Hair dryer"", ""Iron"", ""Essentials"", ""Hangers"", ""Smoke alarm"", ""TV"", ""Dedicated workspace"", ""Wifi"", ""Shampoo"", ""Cable TV"", ""Heating"", ""Air conditioning"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen""]""",35,90,9,f
14218173,"""Bright UWS Studio with great location""",3664605,f,f,"""Upper West Side""",New York,40.78528,-73.97759,Entire apartment,Entire place,2,1,"""[""Smoke alarm"", ""Essentials"", ""Hangers"", ""Wifi"", ""Heating"", ""Long term stays allowed"", ""Kitchen""]""",35,100,9,t
15098355,"""Fantastic view of the Hudson river -1 Bedroom""",23303311,f,t,"""Hell""s Kitchen""",New York,40.76122,-73.99782,Entire apartment,Entire place,3,1,"""[""Hair dryer"", ""Smoke alarm"", ""Essentials"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Heating"", ""Elevator"", ""Air conditioning"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen""]""",35,100,10,f
21279888,"""Charming brownstone with a private terrace""",18664080,f,t,"""Upper West Side""",New York,40.7762,-73.9806,Entire apartment,Entire place,1,1,"""[""Hair dryer"", ""Bed linens"", ""Iron"", ""Essentials"", ""Hangers"", ""Washer"", ""TV"", ""Smoke alarm"", ""Dryer"", ""Shampoo"", ""Heating"", ""Fire extinguisher"", ""Wifi"", ""Elevator"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",35,85,9,f
31465478,"""Hyper Chic, Bi-Level Apartment and Garden""",223989399,f,t,"""Harlem""",New York,40.80544,-73.947,Entire apartment,Entire place,6,3,"""[""First aid kit"", ""Smoke alarm"", ""Essentials"", ""Wifi"", ""Shampoo"", ""Heating"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",35,93,9,f
32543276,"""Eclectic 1BR apartment in the Heart of Park Slope""",16165864,f,t,"""Park Slope""",New York,40.67373,-73.97639,Entire apartment,Entire place,2,1,"""[""Free parking on premises"", ""Essentials"", ""TV"", ""Wifi"", ""Heating"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",35,94,10,t
35001175,"""Cozy Brickwall Loft in Lower East Side Manhattan""",86982839,f,t,"""Chinatown""",New York,40.71502,-73.99224,Entire apartment,Entire place,2,1,"""[""Free parking on premises"", ""Essentials"", ""TV"", ""Wifi"", ""Heating"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",35,95,10,t
39335644,"""Lovely apt. in UES near Central Park and museums""",14327476,f,f,"""Upper East Side""",New York,40.77431,-73.95516,Entire apartment,Entire place,2,1,"""[""Extra pillows and blankets"", ""Oven"", ""Stove"", ""Bed linens"", ""Iron"", ""Essentials"", ""Hangers"", ""TV"", ""Refrigerator"", ""Shampoo"", ""Shower gel"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen"", ""Coffee maker""]""",35,5,5,t
41893558,"""Cute 4 Bedroom in Hamilton Heights""",154741428,f,f,"""Harlem""",New York,40.82191,-73.95613,Entire apartment,Entire place,8,4,"""[""Extra pillows and blankets"", ""Oven"", ""Stove"", ""Bed linens"", ""Iron"", ""Essentials"", ""Hangers"", ""TV"", ""Refrigerator"", ""Shampoo"", ""Shower gel"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen"", ""Coffee maker""]""",35,100,10,t
657198,"""2BR gem in Cobble Hill, Brooklyn""",414627,f,t,"""Columbia St""",New York,40.68863,-74.00181,Entire apartment,Entire place,4,2,"""[""Free parking on premises"", ""Essentials"", ""TV"", ""Wifi"", ""Heating"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",37,100,10,f
786685,"""Big brownstone garden apt w patio on great block""",4147380,t,t,"""Harlem""",New York,40.82294,-73.94999,Entire apartment,Entire place,6,1,"""[""Hair dryer"", ""Iron"", ""Essentials"", ""Hangers"", ""Smoke alarm"", ""TV"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Air conditioning"", ""Long term stays allowed"", ""Free street parking"", ""Kitchen""]""",37,97,9,f
849567,"""Your own large 1BR apt in Manhattan""",52394,f,t,"""Inwood""",New York,40.86585,-73.92693,Entire apartment,Entire place,4,1,"""[""Hair dryer"", ""Iron"", ""Essentials"", ""Hangers"", ""Smoke alarm"", ""TV"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Air conditioning"", ""Long term stays allowed"", ""Free street parking"", ""Kitchen""]""",37,99,10,f
1268175,"""Cozy and full of plants""",6903071,t,t,"""East Village""",New York,40.72354,-73.97794,Entire apartment,Entire place,3,1,"""[""Extra pillows and blankets"", ""Oven"", ""Stove"", ""Bed linens"", ""Iron"", ""Essentials"", ""Hangers"", ""TV"", ""Refrigerator"", ""Shampoo"", ""Shower gel"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen"", ""Coffee maker""]""",37,96,9,f
1567225,"""NYC LARGE 3 BR West Side Manhattan, New York City""",8336526,f,t,"""Upper West Side""",New York,40.78024,-73.97942,Entire apartment,Entire place,6,3,"""[""Free parking on premises"", ""Essentials"", ""TV"", ""Wifi"", ""Heating"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",37,95,9,f
1871311,"""Times Square Modern Apartment""",2808971,f,t,"""Hell""s Kitchen""",New York,40.76233,-73.9926,Entire apartment,Entire place,2,1,"""[""Hair dryer"", ""Iron"", ""Essentials"", ""Hangers"", ""Smoke alarm"", ""TV"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Air conditioning"", ""Long term stays allowed"", ""Free street parking"", ""Kitchen""]""",37,97,10,f
2730497,"""Entire Private Garden Floor of Brownstone""",13974214,t,t,"""Bedford-Stuyvesant""",New York,40.68058,-73.93856,Entire apartment,Entire place,4,1,"""[]""",37,97,10,f
3447238,"""Spacious, Sunny 1 Bedroom Apartment""",13637847,f,t,"""Crown Heights""",New York,40.67432,-73.95949,Entire apartment,Entire place,2,1,"""[""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""TV"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Private entrance"", ""Hot water"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",37,93,10,f
3760029,"""Charming studio for rent in Astoria""",19250606,t,t,"""Astoria""",New York,40.75508,-73.91673,Entire apartment,Entire place,2,1,"""[]""",37,95,10,f
4013668,"""Spacious Park Slope brownstone""",20809866,f,t,"""Park Slope""",New York,40.66972,-73.97954,Entire apartment,Entire place,6,1,"""[]""",37,97,10,f
4659046,"""Large eclectic studio East Village""",1420868,f,t,"""East Village""",New York,40.7257,-73.9795,Entire apartment,Entire place,2,1,"""[]""",37,96,9,f
8274711,"""Penthouse Studio in Historic Harlem""",1017231,f,f,"""Harlem""",New York,40.82755,-73.93787,Entire apartment,Entire place,2,1,"""[]""",37,100,10,f
9146595,"""Super Cozy Private Apt on Gnd Fl. in Brooklyn Home""",835110,t,t,"""Bedford-Stuyvesant""",New York,40.68992,-73.92696,Entire apartment,Entire place,4,1,"""[]""",37,98,10,f
9366904,"""Sun-filled Nolita 1 Bdrm Apt - prime location""",31668272,t,t,"""Little Italy""",New York,40.719,-73.99565,Entire apartment,Entire place,2,1,"""[]""",37,98,10,f
13052968,"""Charming 1-BR Fort Greene Apartment""",26959668,f,t,"""Fort Greene""",New York,40.68647,-73.97379,Entire apartment,Entire place,3,1,"""[]""",37,99,10,f
13192217,"""Private Sunny Cool Bushwick Bedroom""",94946,f,t,"""Bushwick""",New York,40.69712,-73.92123,Entire apartment,Entire place,3,1,"""[]""",37,94,10,t
15896468,"""Charming Loft""",2089329,f,f,"""East Harlem""",New York,40.7924,-73.9411,Entire apartment,Entire place,5,2,"""[""Smoke alarm"", ""Hangers"", ""Essentials"", ""Washer"", ""TV"", ""Dedicated workspace"", ""Dryer"", ""Shampoo"", ""Heating"", ""Wifi"", ""Elevator"", ""Air conditioning"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen""]""",37,92,8,f
17441150,"""Cozy Colorful Kitchenette for Cat-Lovers!""",74104595,f,f,"""Bedford-Stuyvesant""",New York,40.68922,-73.93031,Entire apartment,Entire place,2,1,"""[]""",37,100,10,t
19133220,"""Charming Pre-War Studio Apartment Upper East Side""",16413765,t,f,"""Upper East Side""",New York,40.78289,-73.94744,Entire apartment,Entire place,2,1,"""[]""",37,98,10,f
19212370,"""SMALL STYLISH STUDIO only for Two people""",11601610,t,t,"""Upper West Side""",New York,40.77469,-73.98713,Entire apartment,Entire place,2,1,"""[]""",37,96,10,f
21942269,"""Natural Light Filled Apartment with lots of space""",49716547,f,t,"""East Village""",New York,40.73037,-73.98682,Entire apartment,Entire place,2,1,"""[]""",37,93,9,f
22058411,"""Clean, Safe , Spacious 2 Bedroom, 2 Bath in Harlem""",4012917,f,t,"""East Harlem""",New York,40.80288,-73.94409,Entire apartment,Entire place,6,2,"""[]""",37,97,9,f
22192285,"""City accommodation-1br""",162152103,f,t,"""Upper East Side""",New York,40.77051,-73.95129,Entire apartment,Entire place,4,1,"""[]""",37,92,9,f
23359083,"""Sunny Uptown Loft""",20443939,f,t,"""Washington Heights""",New York,40.84108,-73.93634,Entire apartment,Entire place,5,2,"""[""Smoke alarm"", ""Hangers"", ""Essentials"", ""TV"", ""Dedicated workspace"", ""Wifi"", ""Shampoo"", ""Heating"", ""Fire extinguisher"", ""Host greets you"", ""Air conditioning"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen""]""",37,80,10,f
24307110,"""Sunny Lower East Side Sanctuary""",43321,f,t,"""Chinatown""",New York,40.71431,-73.99173,Entire apartment,Entire place,2,1,"""[""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Dishes and silverware"", ""Hangers"", ""TV"", ""Wifi"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",37,100,10,f
26238688,"""Super Cozy Studio Apartment""",6141162,f,t,"""Woodside""",New York,40.74302,-73.89327,Entire apartment,Entire place,2,1,"""[]""",37,93,9,f
26774653,"""Bright, Spacious Apartment in Brooklyn""",27742407,f,f,"""Fort Greene""",New York,40.68498,-73.96841,Entire apartment,Entire place,2,1,"""[]""",37,92,9,f
26987448,"""Colorful and Sunlit Bushwick!""",1110208,t,t,"""Bushwick""",New York,40.70405,-73.9177,Entire apartment,Entire place,2,1,"""[]""",37,99,10,f
27169140,"""Studio in Luxury Building with Private Terrace""",156343343,f,f,"""Greenpoint""",New York,40.72078,-73.95406,Entire apartment,Entire place,2,1,"""[""Hot tub"", ""Smoke alarm"", ""Essentials"", ""Gym"", ""Wifi"", ""Shampoo"", ""Heating"", ""Elevator"", ""Air conditioning"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Pool""]""",37,95,10,t
28389772,"""Private Studio in Astoria- 25 min. to Midtown""",214332639,t,f,"""Ditmars Steinway""",New York,40.78078,-73.91423,Entire apartment,Entire place,4,1,"""[]""",37,100,10,f
29489824,"""Stunning and Spacious Brownstone Apt in Park Slope""",10555698,f,t,"""Park Slope""",New York,40.66984,-73.98046,Entire apartment,Entire place,2,1,"""[]""",37,97,10,f
31238549,"""Gorgeous Bedstuy Duplex: space, light and style""",2235105,f,t,"""Bedford-Stuyvesant""",New York,40.68431,-73.93293,Entire apartment,Entire place,7,3,"""[]""",37,5,5,t
32165536,"""1 Bedroom - Fully Furnished - Williamsburg Loft""",1570799,f,t,"""Williamsburg""",New York,40.70883,-73.94596,Entire apartment,Entire place,2,1,"""[]""",37,95,10,f
32670715,"""Family Friendly 2 Bedroom Apartment with Parking.""",105956343,f,f,"""Sheepshead Bay""",New York,40.58471,-73.93332,Entire apartment,Entire place,4,2,"""[]""",37,93,10,f
32980398,"""Your own sanctuary! Private Floor, 3min to subway""",5338560,f,t,"""Bedford-Stuyvesant""",New York,40.67773,-73.91446,Entire apartment,Entire place,5,2,"""[]""",37,91,9,f
33373472,"""Spacious Family apartment off McGolrick Park""",6528007,f,f,"""Greenpoint""",New York,40.72533,-73.94428,Entire apartment,Entire place,4,2,"""[""First aid kit"", ""Iron"", ""Essentials"", ""Hangers"", ""Smoke alarm"", ""Dedicated workspace"", ""Wifi"", ""Private entrance"", ""Air conditioning"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen""]""",37,5,5,f
34533172,"""Renovated & clean 1 bedroom in Hamilton Heights""",4576698,t,t,"""Harlem""",New York,40.82735,-73.94601,Entire apartment,Entire place,2,1,"""[]""",37,95,9,f
34857809,"Entire Stunning Studio next to MetCentral Park""",69433846,f,t,"""Upper East Side""",New York,40.77712,-73.96246,Entire apartment,Entire place,1,1,"""[]""",37,97,9,f
34940646,"""Cottage like open space""",9352563,f,t,"""Bedford-Stuyvesant""",New York,40.68301,-73.94776,Entire apartment,Entire place,3,1,"""[""First aid kit"", ""Hair dryer"", ""Smoke alarm"", ""Essentials"", ""Hangers"", ""TV"", ""Wifi"", ""Shampoo"", ""Heating"", ""Private entrance"", ""Air conditioning"", ""Long term stays allowed"", ""Carbon monoxide alarm""]""",37,83,9,f
35579312,"""Spacious Studio in the heart of Midtown East""",181875962,f,t,"""Midtown""",New York,40.75506,-73.96742,Entire apartment,Entire place,3,1,"""[""Iron"", ""Essentials"", ""Hangers"", ""Washer"", ""TV"", ""Smoke alarm"", ""Dryer"", ""Shampoo"", ""Heating"", ""Wifi"", ""Dedicated workspace"", ""Elevator"", ""Hot water"", ""Air conditioning"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen""]""",37,100,10,t
36731574,"""Gypsy skylight Greenwich village apartment""",50237553,f,t,"""West Village""",New York,40.73226,-74.00134,Entire apartment,Entire place,3,1,"""[]""",37,98,10,f
36971881,"""Comfy and Nice Railroad Apt in Williamsburg""",12767750,f,t,"""Williamsburg""",New York,40.71302,-73.94418,Entire apartment,Entire place,2,1,"""[""Essentials"", ""Dishes and silverware"", ""Dedicated workspace"", ""TV"", ""Wifi"", ""Heating"", ""Private entrance"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",37,100,10,f
37885314,"""Center of Manhattan. Nice apt with 2 bedrooms.""",1834658,f,f,"""Murray Hill""",New York,40.74807,-73.97506,Entire apartment,Entire place,4,2,"""[]""",37,94,9,f
39537003,"""Cozy Studio 2 min to Grand Central Manhattan""",61024981,f,t,"""Midtown""",New York,40.75218,-73.97446,Entire apartment,Entire place,2,1,"""[]""",37,67,7,f
39923048,"Beautiful Studio in BrooklynNear All Major Trains""",30277418,f,t,"""Prospect Heights""",New York,40.6812,-73.97389,Entire apartment,Entire place,2,1,"""[""First aid kit"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Washer"", ""TV"", ""Gym"", ""Dryer"", ""Shampoo"", ""Heating"", ""Fire extinguisher"", ""Wifi"", ""Elevator"", ""Air conditioning"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen""]""",37,5,5,t
40114220,"""Sunny Lower East Side One Bedroom""",6000480,f,t,"""Lower East Side""",New York,40.72191,-73.99008,Entire apartment,Entire place,2,1,"""[""Hair dryer"", ""Smoke alarm"", ""Essentials"", ""Hangers"", ""Washer"", ""Dryer"", ""Wifi"", ""Heating"", ""Private entrance"", ""Elevator"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen""]""",37,80,6,f
40307620,"""Sunny, stylish, cosy 1-bed apt in East Village""",13324284,f,t,"""East Village""",New York,40.72884,-73.98302,Entire apartment,Entire place,2,1,"""[""Iron"", ""Essentials"", ""Smoke alarm"", ""Dishes and silverware"", ""TV"", ""Dedicated workspace"", ""Wifi"", ""Shampoo"", ""Heating"", ""Refrigerator"", ""Microwave"", ""Hot water"", ""Air conditioning"", ""Long term stays allowed"", ""Kitchen""]""",37,100,9,f
